TransactionID,TransactionDate,City,Category,Product,UnitPrice_SAR,Quantity,TotalSales_SAR,PaymentMethod
961,2025-06-18,Jeddah,Home & Kitchen,Vacuum Cleaner,610.59,5,3052.95,Mada
962,2026-01-21,Jeddah,Electronics,Smart Watch,3999.48,1,3999.48,Apple Pay
963,2025-07-03,Riyadh,Electronics,iPhone 15,4667.62,5,23338.1,Mastercard
964,2025-07-31,Khobar,Beauty,Moisturizer,107.24,3,321.72,Cash
965,2025-06-28,Khobar,Beauty,Moisturizer,294.22,1,294.22,Cash
966,2025-04-01,Jeddah,Beauty,Gift Set,300.88,3,902.64,Mastercard
967,2025-08-30,Khobar,Electronics,Smart Watch,1363.56,5,6817.8,Mada
968,2026-06-04,Makkah,Home & Kitchen,Vacuum Cleaner,380.24,2,760.48,Mastercard
969,2025-06-02,Riyadh,Apparel,Thobe Classic,442.62,4,1770.48,Apple Pay
970,2025-02-25,Jeddah,Apparel,Thobe Classic,422.43,3,1267.29,Visa
971,2026-04-10,Khobar,Home & Kitchen,Blender,195.48,1,195.48,Cash
972,2026-05-12,Jeddah,Apparel,Thobe Classic,357.45,1,357.45,Visa
973,2025-11-30,Medina,Beauty,Gift Set,217.63,3,652.89,Visa
974,2025-04-11,Riyadh,Home & Kitchen,Air Fryer,398.97,4,1595.88,Visa
975,2026-04-28,Khobar,Apparel,Thobe Classic,392.55,1,392.55,Apple Pay
976,2026-04-11,Jeddah,Apparel,Formal Suit,189.03,3,567.09,Visa
977,2025-10-04,Khobar,Apparel,Sports Sneakers,201.11,2,402.22,Mada
978,2025-10-15,Medina,Groceries,Dates Premium,44.57,4,178.28,Apple Pay
979,2025-08-14,Khobar,Apparel,Sports Sneakers,543.2,5,2716.0,Visa
980,2025-08-24,Medina,Groceries,Olive Oil,35.57,5,177.85,Apple Pay
981,2026-04-19,Jeddah,Groceries,Arabic Coffee Beans,70.25,4,281.0,Visa
982,2025-08-16,Jeddah,Home & Kitchen,Dinner Set,1086.41,5,5432.05,Visa
983,2025-02-15,Makkah,Electronics,iPad Air,680.26,4,2721.04,Cash
984,2026-02-08,Riyadh,Beauty,Gift Set,241.71,1,241.71,Apple Pay
985,2025-01-13,Khobar,Apparel,Thobe Classic,446.58,4,1786.32,Visa
986,2025-09-02,Jeddah,Home & Kitchen,Blender,830.02,1,830.02,Mada
987,2026-04-16,Khobar,Home & Kitchen,Air Fryer,1050.82,5,5254.1,Mada
988,2026-02-20,Khobar,Beauty,Moisturizer,123.98,3,371.94,Apple Pay
989,2026-01-30,Medina,Electronics,iPhone 15,4520.45,3,13561.35,Cash
990,2025-10-04,Riyadh,Home & Kitchen,Dinner Set,882.96,5,4414.8,Cash
991,2025-12-10,Makkah,Apparel,Thobe Classic,467.88,1,467.88,Cash
992,2025-04-24,Medina,Home & Kitchen,Arabic Coffee Maker,552.1,4,2208.4,Cash
993,2025-06-29,Riyadh,Home & Kitchen,Blender,830.58,1,830.58,Cash
994,2025-12-09,Medina,Apparel,Abaya Modern,219.32,1,219.32,Apple Pay
995,2025-08-19,Medina,Groceries,Olive Oil,77.68,3,233.04,Cash
996,2025-02-25,Medina,Beauty,Sunscreen,75.35,3,226.05,Apple Pay
997,2025-05-06,Khobar,Groceries,Honey Pure,104.63,5,523.15,Cash
998,2026-01-12,Dammam,Beauty,Gift Set,369.96,1,369.96,Visa
999,2026-02-05,Khobar,Electronics,iPhone 15,4540.76,3,13622.28,Mada
1000,2025-04-25,Riyadh,Apparel,Sports Sneakers,448.54,4,1794.16,Visa
